18.8997 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
23.9407 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['familiar', 'unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
23.9428 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.5990 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='click to submit', units='height', win=Window(...), wrapWidth=1)
24.5992 	EXP 	window1: mouseVisible = True
24.6431 	EXP 	Imported F:/Dhrumna/Ahmedabad University/Fourth year/PSY/WORD FRAGMENT TASK/STUDY_WORD.xlsx as conditions, 5 conditions, 1 params
24.7067 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
24.7080 	EXP 	New trial (rep=0, index=0): {'study_word': 'piano'}
25.0036 	EXP 	slider: autoLog = True
25.0036 	EXP 	slider: markerPos = None
25.0036 	EXP 	slider: styleTweaks = []
25.0036 	EXP 	slider: styleTweaks = []
25.0036 	EXP 	slider: styleTweaks = []
25.0036 	EXP 	slider: styleTweaks = []
25.0036 	EXP 	slider: contrast = 1.0
25.0036 	EXP 	slider: autoLog = True
25.0036 	EXP 	textbox: autoLog = True
25.0036 	EXP 	text: height = 0.05
25.0036 	EXP 	text: height = 0.05
25.0036 	EXP 	text: height = 0.05
25.0036 	EXP 	text: text = 'piano'
25.0036 	EXP 	slider: markerPos = None
25.0036 	EXP 	slider: markerPos = None
25.0036 	EXP 	text: autoDraw = True
25.0036 	EXP 	slider: autoDraw = True
28.0566 	DATA 	Mouse: Left button down, pos=(1122,229)
28.1378 	EXP 	slider: markerPos = 3.6
28.1532 	DATA 	Mouse:  Left button up, pos=(1122,229)
28.1556 	EXP 	slider: markerPos = 3.6
28.1703 	EXP 	slider: markerPos = 3.6
28.2035 	EXP 	New trial (rep=0, index=1): {'study_word': 'vase'}
28.2409 	EXP 	text: autoDraw = False
28.2409 	EXP 	slider: autoDraw = False
28.2409 	EXP 	text: height = 0.05
28.2409 	EXP 	text: height = 0.05
28.2409 	EXP 	text: height = 0.05
28.2409 	EXP 	text: text = 'vase'
28.2409 	EXP 	slider: markerPos = None
28.2409 	EXP 	slider: markerPos = None
28.2409 	EXP 	text: autoDraw = True
28.2409 	EXP 	slider: autoDraw = True
30.0231 	DATA 	Mouse: Left button down, pos=(635,218)
30.0487 	EXP 	slider: markerPos = 1.7962962962962963
30.0657 	EXP 	slider: markerPos = 1.7962962962962963
30.0817 	EXP 	slider: markerPos = 1.7962962962962963
30.0954 	DATA 	Mouse:  Left button up, pos=(635,218)
30.0974 	EXP 	slider: markerPos = 1.7962962962962963
30.1118 	EXP 	slider: markerPos = 1.7962962962962963
30.1168 	EXP 	New trial (rep=0, index=2): {'study_word': 'tiger'}
30.1437 	EXP 	text: autoDraw = False
30.1437 	EXP 	slider: autoDraw = False
30.1437 	EXP 	text: height = 0.05
30.1437 	EXP 	text: height = 0.05
30.1437 	EXP 	text: height = 0.05
30.1437 	EXP 	text: text = 'tiger'
30.1437 	EXP 	slider: markerPos = None
30.1437 	EXP 	slider: markerPos = None
30.1437 	EXP 	text: autoDraw = True
30.1437 	EXP 	slider: autoDraw = True
30.5554 	DATA 	Mouse: Left button down, pos=(638,222)
30.5812 	EXP 	slider: markerPos = 1.8074074074074074
30.5964 	EXP 	slider: markerPos = 1.8074074074074074
30.6116 	EXP 	slider: markerPos = 1.8074074074074074
30.6241 	DATA 	Mouse:  Left button up, pos=(639,224)
30.6274 	EXP 	slider: markerPos = 1.8111111111111111
30.6442 	EXP 	slider: markerPos = 1.8111111111111111
30.6494 	EXP 	New trial (rep=0, index=3): {'study_word': 'cushion'}
30.6750 	EXP 	text: autoDraw = False
30.6750 	EXP 	slider: autoDraw = False
30.6750 	EXP 	text: height = 0.05
30.6750 	EXP 	text: height = 0.05
30.6750 	EXP 	text: height = 0.05
30.6750 	EXP 	text: text = 'cushion'
30.6750 	EXP 	slider: markerPos = None
30.6750 	EXP 	slider: markerPos = None
30.6750 	EXP 	text: autoDraw = True
30.6750 	EXP 	slider: autoDraw = True
30.9308 	DATA 	Mouse: Left button down, pos=(639,224)
30.9491 	EXP 	slider: markerPos = 1.8111111111111111
30.9655 	EXP 	slider: markerPos = 1.8111111111111111
30.9815 	EXP 	slider: markerPos = 1.8111111111111111
30.9968 	EXP 	slider: markerPos = 1.8111111111111111
30.9992 	DATA 	Mouse:  Left button up, pos=(640,228)
31.0118 	EXP 	slider: markerPos = 1.8111111111111111
31.0172 	EXP 	New trial (rep=0, index=4): {'study_word': 'book'}
31.0402 	EXP 	text: autoDraw = False
31.0402 	EXP 	slider: autoDraw = False
31.0402 	EXP 	text: height = 0.05
31.0402 	EXP 	text: height = 0.05
31.0402 	EXP 	text: height = 0.05
31.0402 	EXP 	text: text = 'book'
31.0402 	EXP 	slider: markerPos = None
31.0402 	EXP 	slider: markerPos = None
31.0402 	EXP 	text: autoDraw = True
31.0402 	EXP 	slider: autoDraw = True
31.3645 	DATA 	Mouse: Left button down, pos=(641,229)
31.3816 	EXP 	slider: markerPos = 1.8185185185185184
31.3975 	EXP 	slider: markerPos = 1.8185185185185184
31.4138 	EXP 	slider: markerPos = 1.8185185185185184
31.4301 	EXP 	slider: markerPos = 1.8185185185185184
31.4449 	DATA 	Mouse:  Left button up, pos=(641,229)
31.4472 	EXP 	slider: markerPos = 1.8185185185185184
31.4622 	EXP 	slider: markerPos = 1.8185185185185184
31.4745 	EXP 	Imported TEST.xlsx as conditions, 13 conditions, 1 params
31.4752 	EXP 	Created sequence: random, trialTypes=13, nReps=1, seed=None
31.4756 	EXP 	New trial (rep=0, index=0): {'test': '_oo_'}
31.4980 	EXP 	text: autoDraw = False
31.4980 	EXP 	slider: autoDraw = False
31.4980 	EXP 	text_2: height = 0.05
31.4980 	EXP 	text_2: height = 0.05
31.4980 	EXP 	text_2: height = 0.05
31.4980 	EXP 	text_2: text = '_oo_'
31.4980 	EXP 	text_2: autoDraw = True
31.4980 	EXP 	textbox: autoDraw = True
31.4980 	EXP 	text_3: autoDraw = True
33.7114 	DATA 	Keypress: b
34.0361 	DATA 	Keypress: o
34.1697 	DATA 	Keypress: o
34.3693 	DATA 	Keypress: k
36.8011 	DATA 	Mouse: Left button down, pos=(868,182)
36.8149 	EXP 	New trial (rep=0, index=1): {'test': 'a_e_'}
36.8334 	EXP 	text_2: autoDraw = False
36.8334 	EXP 	textbox: autoDraw = False
36.8334 	EXP 	text_3: autoDraw = False
36.8334 	EXP 	text_2: height = 0.05
36.8334 	EXP 	text_2: height = 0.05
36.8334 	EXP 	text_2: height = 0.05
36.8334 	EXP 	text_2: text = 'a_e_'
36.8334 	EXP 	text_2: autoDraw = True
36.8334 	EXP 	textbox: autoDraw = True
36.8334 	EXP 	text_3: autoDraw = True
36.9015 	DATA 	Mouse:  Left button up, pos=(868,182)
46.8285 	EXP 	New trial (rep=0, index=2): {'test': 'f_th_r'}
46.8491 	EXP 	text_2: autoDraw = False
46.8491 	EXP 	textbox: autoDraw = False
46.8491 	EXP 	text_3: autoDraw = False
46.8491 	EXP 	text_2: height = 0.05
46.8491 	EXP 	text_2: height = 0.05
46.8491 	EXP 	text_2: height = 0.05
46.8491 	EXP 	text_2: text = 'f_th_r'
46.8491 	EXP 	text_2: autoDraw = True
46.8491 	EXP 	textbox: autoDraw = True
46.8491 	EXP 	text_3: autoDraw = True
48.8044 	DATA 	Keypress: f
48.9446 	DATA 	Keypress: a
49.1029 	DATA 	Keypress: t
49.2781 	DATA 	Keypress: h
49.4946 	DATA 	Keypress: e
49.7279 	DATA 	Keypress: r
50.6690 	DATA 	Mouse: Left button down, pos=(902,179)
50.6805 	EXP 	New trial (rep=0, index=3): {'test': 'b_o_o_y'}
50.7026 	EXP 	text_2: autoDraw = False
50.7026 	EXP 	textbox: autoDraw = False
50.7026 	EXP 	text_3: autoDraw = False
50.7026 	EXP 	text_2: height = 0.05
50.7026 	EXP 	text_2: height = 0.05
50.7026 	EXP 	text_2: height = 0.05
50.7026 	EXP 	text_2: text = 'b_o_o_y'
50.7026 	EXP 	text_2: autoDraw = True
50.7026 	EXP 	textbox: autoDraw = True
50.7026 	EXP 	text_3: autoDraw = True
50.7611 	DATA 	Mouse:  Left button up, pos=(902,179)
53.7279 	DATA 	Keypress: b
54.1526 	DATA 	Keypress: i
54.3024 	DATA 	Keypress: o
54.4520 	DATA 	Keypress: l
54.6021 	DATA 	Keypress: o
55.5689 	DATA 	Keypress: g
55.7372 	DATA 	Keypress: y
56.4277 	DATA 	Keypress: return
57.5693 	DATA 	Mouse: Left button down, pos=(876,184)
57.5803 	EXP 	New trial (rep=0, index=4): {'test': 'c_s_i_n'}
57.5998 	EXP 	text_2: autoDraw = False
57.5998 	EXP 	textbox: autoDraw = False
57.5998 	EXP 	text_3: autoDraw = False
57.5998 	EXP 	text_2: height = 0.05
57.5998 	EXP 	text_2: height = 0.05
57.5998 	EXP 	text_2: height = 0.05
57.5998 	EXP 	text_2: text = 'c_s_i_n'
57.5998 	EXP 	text_2: autoDraw = True
57.5998 	EXP 	textbox: autoDraw = True
57.5998 	EXP 	text_3: autoDraw = True
57.6447 	DATA 	Mouse:  Left button up, pos=(876,184)
59.0573 	DATA 	Keypress: c
59.4944 	DATA 	Keypress: u
60.2688 	DATA 	Keypress: s
61.1446 	DATA 	Keypress: h
61.4278 	DATA 	Keypress: i
61.5863 	DATA 	Keypress: o
61.7779 	DATA 	Keypress: n
62.9516 	DATA 	Mouse: Left button down, pos=(876,184)
62.9636 	EXP 	New trial (rep=0, index=5): {'test': 't_g_r'}
63.0058 	EXP 	text_2: autoDraw = False
63.0058 	EXP 	textbox: autoDraw = False
63.0058 	EXP 	text_3: autoDraw = False
63.0058 	EXP 	text_2: height = 0.05
63.0058 	EXP 	text_2: height = 0.05
63.0058 	EXP 	text_2: height = 0.05
63.0058 	EXP 	text_2: text = 't_g_r'
63.0058 	EXP 	text_2: autoDraw = True
63.0058 	EXP 	textbox: autoDraw = True
63.0058 	EXP 	text_3: autoDraw = True
63.0511 	DATA 	Mouse:  Left button up, pos=(876,184)
64.2946 	DATA 	Keypress: t
64.6349 	DATA 	Keypress: i
64.9348 	DATA 	Keypress: g
65.2353 	DATA 	Keypress: e
65.3854 	DATA 	Keypress: r
66.1114 	DATA 	Mouse: Left button down, pos=(879,184)
66.1134 	EXP 	New trial (rep=0, index=6): {'test': 'l_v_'}
66.1282 	EXP 	text_2: autoDraw = False
66.1282 	EXP 	textbox: autoDraw = False
66.1282 	EXP 	text_3: autoDraw = False
66.1282 	EXP 	text_2: height = 0.05
66.1282 	EXP 	text_2: height = 0.05
66.1282 	EXP 	text_2: height = 0.05
66.1282 	EXP 	text_2: text = 'l_v_'
66.1282 	EXP 	text_2: autoDraw = True
66.1282 	EXP 	textbox: autoDraw = True
66.1282 	EXP 	text_3: autoDraw = True
66.2053 	DATA 	Mouse:  Left button up, pos=(886,184)
67.3053 	DATA 	Keypress: l
67.4856 	DATA 	Keypress: o
67.7611 	DATA 	Keypress: v
67.9683 	DATA 	Keypress: e
68.5280 	DATA 	Mouse: Left button down, pos=(886,184)
68.5308 	EXP 	New trial (rep=0, index=7): {'test': 'c_t_'}
68.5470 	EXP 	text_2: autoDraw = False
68.5470 	EXP 	textbox: autoDraw = False
68.5470 	EXP 	text_3: autoDraw = False
68.5470 	EXP 	text_2: height = 0.05
68.5470 	EXP 	text_2: height = 0.05
68.5470 	EXP 	text_2: height = 0.05
68.5470 	EXP 	text_2: text = 'c_t_'
68.5470 	EXP 	text_2: autoDraw = True
68.5470 	EXP 	textbox: autoDraw = True
68.5470 	EXP 	text_3: autoDraw = True
68.6376 	DATA 	Mouse:  Left button up, pos=(886,184)
69.6709 	DATA 	Keypress: c
69.9448 	DATA 	Keypress: u
70.1861 	DATA 	Keypress: t
70.3446 	DATA 	Keypress: e
71.1779 	DATA 	Mouse: Left button down, pos=(893,182)
71.1808 	EXP 	New trial (rep=0, index=8): {'test': 'y_u'}
71.2008 	EXP 	text_2: autoDraw = False
71.2008 	EXP 	textbox: autoDraw = False
71.2008 	EXP 	text_3: autoDraw = False
71.2008 	EXP 	text_2: height = 0.05
71.2008 	EXP 	text_2: height = 0.05
71.2008 	EXP 	text_2: height = 0.05
71.2008 	EXP 	text_2: text = 'y_u'
71.2008 	EXP 	text_2: autoDraw = True
71.2008 	EXP 	textbox: autoDraw = True
71.2008 	EXP 	text_3: autoDraw = True
71.2611 	DATA 	Mouse:  Left button up, pos=(963,156)
72.3187 	DATA 	Keypress: y
72.5832 	DATA 	Keypress: o
72.7859 	DATA 	Keypress: u
73.4955 	DATA 	Mouse: Left button down, pos=(964,156)
73.4983 	EXP 	New trial (rep=0, index=9): {'test': 'p_a_o'}
73.5146 	EXP 	text_2: autoDraw = False
73.5146 	EXP 	textbox: autoDraw = False
73.5146 	EXP 	text_3: autoDraw = False
73.5146 	EXP 	text_2: height = 0.05
73.5146 	EXP 	text_2: height = 0.05
73.5146 	EXP 	text_2: height = 0.05
73.5146 	EXP 	text_2: text = 'p_a_o'
73.5146 	EXP 	text_2: autoDraw = True
73.5146 	EXP 	textbox: autoDraw = True
73.5146 	EXP 	text_3: autoDraw = True
73.6111 	DATA 	Mouse:  Left button up, pos=(964,156)
74.5386 	DATA 	Keypress: p
74.8180 	DATA 	Keypress: i
75.0115 	DATA 	Keypress: a
75.2120 	DATA 	Keypress: n
75.4446 	DATA 	Keypress: o
76.3111 	DATA 	Mouse: wheel shift=(0,1), pos=(964,156)
76.3279 	DATA 	Mouse: wheel shift=(0,1), pos=(964,156)
76.3689 	DATA 	Mouse: wheel shift=(0,1), pos=(964,156)
76.3777 	DATA 	Mouse: wheel shift=(0,-1), pos=(964,156)
76.4021 	DATA 	Mouse: wheel shift=(0,1), pos=(964,156)
77.4874 	DATA 	Mouse: Left button down, pos=(961,200)
77.4972 	EXP 	New trial (rep=0, index=10): {'test': 'm_th_ma_i_s'}
77.5146 	EXP 	text_2: autoDraw = False
77.5146 	EXP 	textbox: autoDraw = False
77.5146 	EXP 	text_3: autoDraw = False
77.5146 	EXP 	text_2: height = 0.05
77.5146 	EXP 	text_2: height = 0.05
77.5146 	EXP 	text_2: height = 0.05
77.5146 	EXP 	text_2: text = 'm_th_ma_i_s'
77.5146 	EXP 	text_2: autoDraw = True
77.5146 	EXP 	textbox: autoDraw = True
77.5146 	EXP 	text_3: autoDraw = True
77.5379 	DATA 	Mouse:  Left button up, pos=(956,194)
78.6878 	DATA 	Keypress: m
78.8346 	DATA 	Keypress: a
79.0445 	DATA 	Keypress: t
79.1942 	DATA 	Keypress: h
79.3022 	DATA 	Keypress: e
79.4856 	DATA 	Keypress: m
79.6185 	DATA 	Keypress: a
79.8443 	DATA 	Keypress: t
80.0524 	DATA 	Keypress: i
80.3191 	DATA 	Keypress: c
80.4611 	DATA 	Keypress: s
81.1362 	DATA 	Mouse: Left button down, pos=(956,193)
81.1464 	EXP 	New trial (rep=0, index=11): {'test': 'm_t_e_'}
81.1619 	EXP 	text_2: autoDraw = False
81.1619 	EXP 	textbox: autoDraw = False
81.1619 	EXP 	text_3: autoDraw = False
81.1619 	EXP 	text_2: height = 0.05
81.1619 	EXP 	text_2: height = 0.05
81.1619 	EXP 	text_2: height = 0.05
81.1619 	EXP 	text_2: text = 'm_t_e_'
81.1619 	EXP 	text_2: autoDraw = True
81.1619 	EXP 	textbox: autoDraw = True
81.1619 	EXP 	text_3: autoDraw = True
81.2355 	DATA 	Mouse:  Left button up, pos=(956,181)
89.0042 	DATA 	Keypress: m
89.2110 	DATA 	Keypress: o
89.5524 	DATA 	Keypress: t
89.7341 	DATA 	Keypress: h
89.8777 	DATA 	Keypress: e
90.0845 	DATA 	Keypress: r
91.0776 	DATA 	Mouse: wheel shift=(0,1), pos=(956,181)
91.1620 	EXP 	New trial (rep=0, index=12): {'test': '_a_e'}
91.1812 	EXP 	text_2: autoDraw = False
91.1812 	EXP 	textbox: autoDraw = False
91.1812 	EXP 	text_3: autoDraw = False
91.1812 	EXP 	text_2: height = 0.05
91.1812 	EXP 	text_2: height = 0.05
91.1812 	EXP 	text_2: height = 0.05
91.1812 	EXP 	text_2: text = '_a_e'
91.1812 	EXP 	text_2: autoDraw = True
91.1812 	EXP 	textbox: autoDraw = True
91.1812 	EXP 	text_3: autoDraw = True
91.2187 	DATA 	Mouse: Left button down, pos=(956,181)
91.2437 	EXP 	text_2: autoDraw = False
91.2437 	EXP 	textbox: autoDraw = False
91.2437 	EXP 	text_3: autoDraw = False
91.8458 	EXP 	window1: mouseVisible = True
